COUNTRY,Item,Year,Value
Eritrea,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Eritrea,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Eritrea,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Eritrea,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Eritrea,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Eritrea,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
French Polynesia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
French Polynesia,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
French Polynesia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
French Polynesia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
French Polynesia,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
French Polynesia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Gabon,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Gabon,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Gabon,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Gabon,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Gabon,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Gabon,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Greenland,Prevalence of undernourishment (percent) (3-year average),2021,
Greenland,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Greenland,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Greenland,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Greenland,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Greenland,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Greenland,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Grenada,Prevalence of undernourishment (percent) (3-year average),2021,
Guinea,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Guinea,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Guinea,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Guinea,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Guinea,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Guinea,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
India,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
India,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
India,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
India,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
India,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
India,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Iraq,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Iraq,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Iraq,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Iraq,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Iraq,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Iraq,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Jordan,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Jordan,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Jordan,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Jordan,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Jordan,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Jordan,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Lesotho,Prevalence of undernourishment (percent) (3-year average),2021,
Maldives,Prevalence of undernourishment (percent) (3-year average),2021,
Marshall Islands,Prevalence of undernourishment (percent) (3-year average),2021,
Marshall Islands,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Marshall Islands,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Marshall Islands,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Marshall Islands,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Marshall Islands,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Marshall Islands,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Micronesia (Federated States of),Prevalence of undernourishment (percent) (3-year average),2021,
Micronesia (Federated States of),Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Micronesia (Federated States of),Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Micronesia (Federated States of),Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Micronesia (Federated States of),Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Micronesia (Federated States of),Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Micronesia (Federated States of),Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Morocco,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Morocco,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Morocco,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Morocco,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Morocco,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Morocco,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Mozambique,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Mozambique,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Mozambique,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Mozambique,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Mozambique,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Mozambique,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Nauru,Prevalence of undernourishment (percent) (3-year average),2021,
Nauru,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Nauru,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Nauru,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Nauru,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Nauru,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Nauru,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
New Caledonia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
New Caledonia,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
New Caledonia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
New Caledonia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
New Caledonia,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
New Caledonia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Nicaragua,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Nicaragua,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Nicaragua,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Nicaragua,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Nicaragua,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Nicaragua,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Niue,Prevalence of undernourishment (percent) (3-year average),2021,
Niue,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Niue,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Niue,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Niue,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Niue,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Niue,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Oman,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Oman,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Oman,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Oman,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Oman,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Oman,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Palau,Prevalence of undernourishment (percent) (3-year average),2021,
Palau,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Palau,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Palau,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Palau,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Palau,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Palau,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Palestine,Prevalence of undernourishment (percent) (3-year average),2021,
Panama,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Panama,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Panama,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Panama,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Panama,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Panama,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Puerto Rico,Prevalence of undernourishment (percent) (3-year average),2021,
Puerto Rico,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Puerto Rico,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Puerto Rico,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Puerto Rico,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Puerto Rico,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Puerto Rico,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Qatar,Prevalence of undernourishment (percent) (3-year average),2021,
Qatar,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Qatar,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Qatar,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Qatar,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Qatar,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Qatar,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Rwanda,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Rwanda,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Rwanda,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Rwanda,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Rwanda,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Rwanda,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Saint Kitts and Nevis,Prevalence of undernourishment (percent) (3-year average),2021,
Saint Kitts and Nevis,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Saint Kitts and Nevis,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Saint Kitts and Nevis,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Saint Kitts and Nevis,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Saint Lucia,Prevalence of undernourishment (percent) (3-year average),2021,
Saudi Arabia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Saudi Arabia,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Saudi Arabia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Saudi Arabia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Saudi Arabia,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Saudi Arabia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Singapore,Prevalence of undernourishment (percent) (3-year average),2021,
Solomon Islands,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Solomon Islands,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Solomon Islands,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Solomon Islands,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Solomon Islands,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Solomon Islands,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Sudan,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Sudan,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Sudan,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Sudan,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Sudan,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Sudan,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Syrian Arab Republic,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Syrian Arab Republic,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Syrian Arab Republic,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Syrian Arab Republic,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Syrian Arab Republic,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Syrian Arab Republic,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Tokelau,Prevalence of undernourishment (percent) (3-year average),2021,
Tokelau,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Tokelau,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Tokelau,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Tokelau,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Tokelau,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Tokelau,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Tonga,Prevalence of undernourishment (percent) (3-year average),2021,
Türkiye,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Türkiye,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Türkiye,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Türkiye,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Türkiye,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Türkiye,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Turkmenistan,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Turkmenistan,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Turkmenistan,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Turkmenistan,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Turkmenistan,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Turkmenistan,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Tuvalu,Prevalence of undernourishment (percent) (3-year average),2021,
Tuvalu,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Tuvalu,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Tuvalu,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Tuvalu,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Tuvalu,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Tuvalu,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Uzbekistan,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Uzbekistan,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Uzbekistan,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Uzbekistan,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Uzbekistan,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Uzbekistan,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Venezuela (Bolivarian Republic of),Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Venezuela (Bolivarian Republic of),Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Venezuela (Bolivarian Republic of),Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Venezuela (Bolivarian Republic of),Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Venezuela (Bolivarian Republic of),Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Venezuela (Bolivarian Republic of),Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
Yemen,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Yemen,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Yemen,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Zambia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,
Zambia,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,
Zambia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,
Zambia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,
Zambia,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,
Zambia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,
American Samoa,Prevalence of undernourishment (percent) (3-year average),2022,
American Samoa,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
American Samoa,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
American Samoa,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
American Samoa,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
American Samoa,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
American Samoa,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Andorra,Prevalence of undernourishment (percent) (3-year average),2022,
Andorra,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Andorra,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Andorra,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Andorra,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Andorra,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Andorra,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Antigua and Barbuda,Prevalence of undernourishment (percent) (3-year average),2022,
Bahamas,Prevalence of undernourishment (percent) (3-year average),2022,
Bahrain,Prevalence of undernourishment (percent) (3-year average),2022,
Bahrain,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Bahrain,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Bahrain,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Bahrain,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Bahrain,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Bahrain,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Belarus,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Belarus,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Belarus,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Belarus,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Belarus,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Belarus,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Bermuda,Prevalence of undernourishment (percent) (3-year average),2022,
Bermuda,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Bermuda,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Bermuda,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Bermuda,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Bermuda,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Bermuda,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Bhutan,Prevalence of undernourishment (percent) (3-year average),2022,
Bhutan,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Bhutan,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Bhutan,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Bhutan,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Bhutan,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Bhutan,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Bolivia (Plurinational State of),Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Bolivia (Plurinational State of),Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Bolivia (Plurinational State of),Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Bolivia (Plurinational State of),Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Bolivia (Plurinational State of),Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Bolivia (Plurinational State of),Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Brunei Darussalam,Prevalence of undernourishment (percent) (3-year average),2022,
Brunei Darussalam,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Brunei Darussalam,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Brunei Darussalam,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Brunei Darussalam,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Brunei Darussalam,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Brunei Darussalam,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Burundi,Prevalence of undernourishment (percent) (3-year average),2022,
China,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
China,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
China,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
China,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
China,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
China,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
"China, Hong Kong SAR",Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
"China, Hong Kong SAR",Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
"China, Hong Kong SAR",Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
"China, Hong Kong SAR",Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
"China, Hong Kong SAR",Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
"China, Hong Kong SAR",Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
"China, Macao SAR",Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
"China, Macao SAR",Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
"China, Macao SAR",Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
"China, Macao SAR",Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
"China, Macao SAR",Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
"China, Macao SAR",Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
"China, mainland",Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
"China, mainland",Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
"China, mainland",Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
"China, mainland",Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
"China, mainland",Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
"China, mainland",Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
"China, Taiwan Province of",Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
"China, Taiwan Province of",Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
"China, Taiwan Province of",Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
"China, Taiwan Province of",Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
"China, Taiwan Province of",Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
"China, Taiwan Province of",Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Cook Islands,Prevalence of undernourishment (percent) (3-year average),2022,
Cook Islands,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Cook Islands,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Cook Islands,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Cook Islands,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Cook Islands,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Cook Islands,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Cuba,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Cuba,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Cuba,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Cuba,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Cuba,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Cuba,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Cyprus,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Cyprus,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Cyprus,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Cyprus,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Cyprus,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Cyprus,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Democratic People's Republic of Korea,Prevalence of undernourishment (percent) (3-year average),2022,
Democratic People's Republic of Korea,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Democratic People's Republic of Korea,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Democratic People's Republic of Korea,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Democratic People's Republic of Korea,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Democratic People's Republic of Korea,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Democratic People's Republic of Korea,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Equatorial Guinea,Prevalence of undernourishment (percent) (3-year average),2022,
Equatorial Guinea,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,
Equatorial Guinea,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,
Equatorial Guinea,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,
Equatorial Guinea,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,
Equatorial Guinea,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,
Equatorial Guinea,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,
Eritrea,Prevalence of undernourishment (percent) (3-year average),2022,
