Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item_Code,Item,Year Code,Year Range,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,10.50,A,Official figure,FAO data
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,12.20,A,Official figure,FAO data
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,30.50,A,Official figure,FAO data
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,29.50,A,Official figure,FAO data
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,31.60,A,Official figure,FAO data
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,131.00,E,Estimated value,
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,3.50,E,Estimated value,
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,7.40,A,Official figure,FAO data
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,6.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,8.00,A,Official figure,FAO data
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,31.10,A,Official figure,FAO data
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,28.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,33.30,A,Official figure,FAO data
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,138.00,E,Estimated value,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,<2.5,E,Estimated value,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,153.00,E,Estimated value,
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,<2.5,E,Estimated value,
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,2.00,A,Official figure,FAO data
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,2.00,A,Official figure,FAO data
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,2.00,A,Official figure,FAO data
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,7.30,A,Official figure,FAO data
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,6.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,056,Belgium,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,7.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,084,Belize,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,124.00,E,Estimated value,
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,4.60,E,Estimated value,
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,5.90,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,5.90,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,5.90,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,45.50,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,45.50,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,084,Belize,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,45.50,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,204,Benin,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,126.00,E,Estimated value,
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,10.30,E,Estimated value,
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,15.80,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,15.40,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,16.20,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,63.30,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,62.40,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,204,Benin,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,64.20,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,060,Bermuda,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,064,Bhutan,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,103.00,E,Estimated value,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,23.00,E,Estimated value,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,068,Bolivia (Plurinational State of),6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,070,Bosnia and Herzegovina,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,135.00,E,Estimated value,
FS,Suite of Food Security Indicators,070,Bosnia and Herzegovina,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,<2.5,E,Estimated value,
FS,Suite of Food Security Indicators,070,Bosnia and Herzegovina,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,2.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,070,Bosnia and Herzegovina,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,2.20,A,Official figure,FAO data
FS,Suite of Food Security Indicators,070,Bosnia and Herzegovina,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,3.30,A,Official figure,FAO data
FS,Suite of Food Security Indicators,070,Bosnia and Herzegovina,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,13.30,A,Official figure,FAO data
FS,Suite of Food Security Indicators,070,Bosnia and Herzegovina,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,10.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,070,Bosnia and Herzegovina,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,15.60,A,Official figure,FAO data
FS,Suite of Food Security Indicators,072,Botswana,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,109.00,E,Estimated value,
FS,Suite of Food Security Indicators,072,Botswana,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,24.30,E,Estimated value,
FS,Suite of Food Security Indicators,072,Botswana,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,26.40,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,072,Botswana,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,24.50,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,072,Botswana,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,28.20,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,072,Botswana,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,54.80,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,072,Botswana,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,52.20,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,072,Botswana,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,57.40,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,076,Brazil,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,136.00,E,Estimated value,
FS,Suite of Food Security Indicators,076,Brazil,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,3.90,E,Estimated value,
FS,Suite of Food Security Indicators,076,Brazil,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,6.60,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,076,Brazil,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,5.20,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,076,Brazil,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,8.00,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,076,Brazil,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,18.40,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,076,Brazil,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,14.80,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,076,Brazil,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,22.00,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,096,Brunei Darussalam,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,096,Brunei Darussalam,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,096,Brunei Darussalam,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,096,Brunei Darussalam,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,096,Brunei Darussalam,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,096,Brunei Darussalam,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,096,Brunei Darussalam,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,100,Bulgaria,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,121.00,E,Estimated value,
FS,Suite of Food Security Indicators,100,Bulgaria,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,<2.5,E,Estimated value,
FS,Suite of Food Security Indicators,100,Bulgaria,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,2.50,A,Official figure,FAO data
FS,Suite of Food Security Indicators,100,Bulgaria,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,1.70,A,Official figure,FAO data
FS,Suite of Food Security Indicators,100,Bulgaria,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,3.30,A,Official figure,FAO data
FS,Suite of Food Security Indicators,100,Bulgaria,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,14.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,100,Bulgaria,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,11.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,100,Bulgaria,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,17.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,854,Burkina Faso,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,119.00,E,Estimated value,
FS,Suite of Food Security Indicators,854,Burkina Faso,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,15.40,E,Estimated value,
FS,Suite of Food Security Indicators,854,Burkina Faso,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,7.20,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,854,Burkina Faso,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,7.60,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,854,Burkina Faso,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,6.80,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,854,Burkina Faso,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,40.70,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,854,Burkina Faso,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,42.10,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,854,Burkina Faso,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,39.30,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,108,Burundi,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,,O,Missing value,
FS,Suite of Food Security Indicators,108,Burundi,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,20.90,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,108,Burundi,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,20.20,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,108,Burundi,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,21.60,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,108,Burundi,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,70.80,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,108,Burundi,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,69.70,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,108,Burundi,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,71.80,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,132,Cabo Verde,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,109.00,E,Estimated value,
FS,Suite of Food Security Indicators,132,Cabo Verde,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,12.60,E,Estimated value,
FS,Suite of Food Security Indicators,132,Cabo Verde,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,6.00,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,132,Cabo Verde,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,6.00,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,132,Cabo Verde,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,6.00,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,132,Cabo Verde,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,34.30,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,132,Cabo Verde,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,34.30,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,132,Cabo Verde,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,34.30,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,116,Cambodia,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,122.00,E,Estimated value,
FS,Suite of Food Security Indicators,116,Cambodia,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,4.60,E,Estimated value,
FS,Suite of Food Security Indicators,116,Cambodia,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,13.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,116,Cambodia,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,11.70,A,Official figure,FAO data
FS,Suite of Food Security Indicators,116,Cambodia,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,16.10,A,Official figure,FAO data
FS,Suite of Food Security Indicators,116,Cambodia,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,50.50,A,Official figure,FAO data
FS,Suite of Food Security Indicators,116,Cambodia,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,47.00,A,Official figure,FAO data
FS,Suite of Food Security Indicators,116,Cambodia,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,54.00,A,Official figure,FAO data
FS,Suite of Food Security Indicators,120,Cameroon,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,126.00,E,Estimated value,
FS,Suite of Food Security Indicators,120,Cameroon,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,5.70,E,Estimated value,
FS,Suite of Food Security Indicators,120,Cameroon,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,25.40,A,Official figure,FAO data
FS,Suite of Food Security Indicators,120,Cameroon,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,26.10,A,Official figure,FAO data
FS,Suite of Food Security Indicators,120,Cameroon,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,24.70,A,Official figure,FAO data
FS,Suite of Food Security Indicators,120,Cameroon,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,59.60,A,Official figure,FAO data
FS,Suite of Food Security Indicators,120,Cameroon,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,59.70,A,Official figure,FAO data
FS,Suite of Food Security Indicators,120,Cameroon,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20212023,2021-2023,2022,%,59.50,A,Official figure,FAO data
FS,Suite of Food Security Indicators,124,Canada,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20212023,2021-2023,2022,%,145.00,E,Estimated value,
FS,Suite of Food Security Indicators,124,Canada,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20212023,2021-2023,2022,%,<2.5,E,Estimated value,
FS,Suite of Food Security Indicators,124,Canada,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20212023,2021-2023,2022,%,1.50,A,Official figure,Official estimate integrated with FAO data
FS,Suite of Food Security Indicators,124,Canada,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20212023,2021-2023,2022,%,1.30,A,Official figure,Official estimate integrated with FAO data
